"state","year","n_case_visits","pct_home_visit","n_home_visit","n_entered_care","n_fatality","fatality_rate","n_first_day_count","first_day_median_stay","pct_maltreat_in_care","n_in_care_check","pct_emotional","pct_medical","pct_neglect","pct_physical","pct_sexual","pct_traffic","pct_other_maltreat","pct_missing_maltreat","child_populaton","pct_child_poverty","two_minus_place_gt24","three_plus_place_gt24","missing_gt24","n_in_care_g24","two_minus_place_len_miss","three_plus_place_len_missing","missing_len_missing","n_in_care_len_missing","two_minus_place_lt12","three_plus_place_lt12","missing_lt12","n_in_care_lt12","two_minus_place_lt24","three_plus_place_lt24","missing_lt24","n_in_care_lt24"
"Arizona",2020,144339,86,123992,9365,18,1.11,12893,10.6,0.07,22255,0.1,NA,97,8.7,3.9,NA,0,0,1615693,17.6,40,58.4,1.6,4554,77.8,0,22.2,36,83.4,13.6,3,10947,69.2,29.7,1.1,6721
"Arizona",2021,2561,85,2173,8368,NA,NA,13901,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1613988,17.3,24.8,74.9,0.3,5655,90.5,4.8,4.8,21,80.5,12.9,6.6,9801,65.1,34.6,0.3,6792
"Arkansas",2017,43237,91,39561,3778,37,5.24,4767,9.1,0.23,8545,1.7,15.7,56.7,22.5,19.7,NA,0,0,705952,22.5,23.6,76.4,0,1512,66.7,0,33.3,3,74.1,25.9,0,4645,47.1,52.8,0.1,2385
"Arkansas",2018,43044,94,40375,3123,44,6.25,4688,10.9,0.13,7811,1.3,16.7,49.7,30.2,20.2,0.1,0,0,703626,24.7,19.7,80.3,0.1,1638,85.7,0,14.3,7,77.3,22.6,0,3930,51.2,48.8,0,2236
"Arkansas",2019,41713,95,39711,3071,35,4.99,4159,11.9,0.15,7230,1.1,17.3,54.1,24.7,19.6,0.1,0,0,701317,22.1,18.6,81.3,0.1,1621,72.7,0,27.3,11,76.6,23.4,0,3723,53.3,46.7,0,1875
"Arkansas",2020,41008,96,39314,3106,30,4.26,4053,10.5,0.21,7159,2,2.4,72.4,20.2,19.7,0.1,0.3,0,704793,20.8,18.1,81.8,0.1,1395,93.8,0,6.3,16,75.6,24.3,0.1,3741,55,45,0,2007
"Arkansas",2021,42536,93,39444,2949,36,5.12,4202,10.4,0.29,7151,1.5,NA,74.3,18.6,18.9,0.2,2.2,0,703389,22.4,24.6,75.4,0,1466,84.6,0,15.4,13,76.1,23.8,0.1,3479,56.2,43.7,0.1,2193
"California",2017,544178,79,430412,28016,147,1.62,52390,14.2,0.18,80408,10.8,0.2,93.1,8.3,5.5,NA,0.6,0,9050090,18.1,42.4,57.6,0,25527,100,0,0,32,87.9,12.1,0,32984,70.1,29.9,0,21865
"California",2018,521789,79,413617,27178,145,1.62,51031,15,0.19,78215,10.3,0.2,93,7.8,5.4,0.1,0.8,0,8974477,17.4,42.5,57.5,0,26030,90.9,6.1,3,33,87.8,12.2,0,31341,70.8,29.2,0,20811
"California",2019,512724,80,408959,28138,153,1.72,49747,15.2,0.19,77889,9.3,0.1,94.3,7.3,5.4,0.1,0.7,0,8881104,15.6,42.6,57.4,0,25477,97.4,2.6,0,116,87.8,12.2,0,32178,71.4,28.6,0,20118
"California",2020,513096,88,449544,24748,150,1.68,49691,14.5,0.25,74441,9.2,0.1,94,7,5.5,0.1,0.8,0,8936181,14.6,44.5,55.5,0,24932,96.2,3,0.8,132,88.9,11.1,0,28626,73.2,26.8,0,20751
"California",2021,490671,91,446504,22892,135,1.54,49176,16.3,0.24,72070,8.3,0.1,93.2,6.6,7,0.1,0.7,0,8772631,15.8,47.5,52.5,0,26597,94.1,4.9,1,102,87.6,12.4,0,26258,74.5,25.5,0,19113
"Colorado",2017,52001,85,44218,5134,35,2.77,5443,10.3,0.49,10577,2.3,1.6,86.7,11.5,9.3,NA,0,0.3,1264219,12,26.5,59.1,14.3,1896,50,0,50,2,83.2,13,3.8,6198,51.6,36.1,12.3,2481
"Colorado",2018,50078,85,42347,4785,40,3.16,5498,10.3,0.47,10283,2,1.8,88.1,10.7,8.7,NA,0,0.3,1264226,11.9,27.2,59.1,13.7,1970,66.7,0,33.3,3,82.1,13.6,4.2,5774,51.3,37.9,10.8,2536
"Colorado",2019,47828,85,40527,4420,25,1.99,5322,11.8,0.46,9742,2.2,1.3,88.7,10.2,9.7,NA,0,0.2,1256673,10.9,27.6,57,15.4,2115,100,0,0,9,82.9,13.8,3.3,5314,52.3,35.9,11.8,2304
"Colorado",2020,44373,75,33501,3554,24,1.9,5185,11.3,0.3,8740,1.9,1.2,89.7,10.3,9,NA,0,0.2,1260965,10.5,33.7,48.3,18.1,2035,69.2,15.4,15.4,13,82.2,11.9,5.9,4406,58.7,31.5,9.8,2286
"Colorado",2021,44460,93,41391,3542,31,2.49,4603,12.8,0.32,8147,2,1.6,89.5,10.1,10.7,0,0,0.3,1243456,11.8,32.5,47.4,20,1957,91.7,0,8.3,12,84.6,11.3,4.1,4341,58.4,30.7,10.9,1837
"Connecticut",2017,43266,91,39299,2002,11,1.48,3660,14.7,1.27,5662,30.4,3.7,91.4,6.3,4.8,NA,0,0,743729,12.6,39.5,60.5,0,1938,0,0,0,0,82,18,0,2213,73.1,26.9,0,1511
