"state","year","n_case_visits","pct_home_visit","n_home_visit","n_entered_care","n_fatality","fatality_rate","n_first_day_count","first_day_median_stay","pct_maltreat_in_care","pct_emotional","pct_medical","pct_neglect","pct_physical","pct_sexual","pct_traffic","pct_other_maltreat","pct_missing_maltreat","child_populaton","pct_child_poverty","length_in_care","two_minus_place","three_plus_place","missing_place","n_in_care_place","n_in_care_total","two_minus_place_all","three_plus_place_all","region"
"Idaho",2018,18075,76,13699,1419,3,0.67,1537,10.4,0,NA,0.5,82.3,19.6,5.4,0.1,0.5,0,445134,14.3,"time in care missing",0,0,0,0,2956,0.727190798376184,0.272809201623816,"West"
"Idaho",2018,18075,76,13699,1419,3,0.67,1537,10.4,0,NA,0.5,82.3,19.6,5.4,0.1,0.5,0,445134,14.3,"less than 12m",85.1,14.9,0,1656,2956,0.727190798376184,0.272809201623816,"West"
"Idaho",2018,18075,76,13699,1419,3,0.67,1537,10.4,0,NA,0.5,82.3,19.6,5.4,0.1,0.5,0,445134,14.3,"between 12 and 24m",65.9,34.1,0,771,2956,0.727190798376184,0.272809201623816,"West"
"Idaho",2019,19595,76,14855,1322,3,0.67,1719,9.6,0.07,NA,0.6,80.1,20.2,6.9,0.1,0.4,0,448116,13.2,"greater than 24m",44.5,55.5,0,584,3041,0.698674778033542,0.300806642551792,"West"
"Idaho",2019,19595,76,14855,1322,3,0.67,1719,9.6,0.07,NA,0.6,80.1,20.2,6.9,0.1,0.4,0,448116,13.2,"time in care missing",100,0,0,4,3041,0.698674778033542,0.300806642551792,"West"
"Idaho",2019,19595,76,14855,1322,3,0.67,1719,9.6,0.07,NA,0.6,80.1,20.2,6.9,0.1,0.4,0,448116,13.2,"less than 12m",83,16.9,0.1,1577,3041,0.698674778033542,0.300806642551792,"West"
"Idaho",2019,19595,76,14855,1322,3,0.67,1719,9.6,0.07,NA,0.6,80.1,20.2,6.9,0.1,0.4,0,448116,13.2,"between 12 and 24m",63,37,0,876,3041,0.698674778033542,0.300806642551792,"West"
"Idaho",2020,16627,68,11356,1081,10,2.16,1566,11.9,0.08,NA,0.3,55,43.8,8.2,0.1,0,0,462389,11.6,"greater than 24m",38.8,61.2,0,583,2647,0.68358556856819,0.31641443143181,"West"
"Idaho",2020,16627,68,11356,1081,10,2.16,1566,11.9,0.08,NA,0.3,55,43.8,8.2,0.1,0,0,462389,11.6,"time in care missing",100,0,0,3,2647,0.68358556856819,0.31641443143181,"West"
"Idaho",2020,16627,68,11356,1081,10,2.16,1566,11.9,0.08,NA,0.3,55,43.8,8.2,0.1,0,0,462389,11.6,"less than 12m",84.5,15.5,0,1278,2647,0.68358556856819,0.31641443143181,"West"
"Idaho",2020,16627,68,11356,1081,10,2.16,1566,11.9,0.08,NA,0.3,55,43.8,8.2,0.1,0,0,462389,11.6,"between 12 and 24m",63.9,36.1,0,783,2647,0.68358556856819,0.31641443143181,"West"
"Idaho",2021,16099,74,11974,1346,3,0.64,1347,12.8,0.22,NA,0.3,78.2,19.4,10.2,0.3,0.3,0,469026,13.1,"greater than 24m",36,64,0,572,2693,0.698711102859265,0.301288897140735,"West"
"Idaho",2021,16099,74,11974,1346,3,0.64,1347,12.8,0.22,NA,0.3,78.2,19.4,10.2,0.3,0.3,0,469026,13.1,"time in care missing",0,100,0,2,2693,0.698711102859265,0.301288897140735,"West"
"Idaho",2021,16099,74,11974,1346,3,0.64,1347,12.8,0.22,NA,0.3,78.2,19.4,10.2,0.3,0.3,0,469026,13.1,"less than 12m",84.9,15.1,0,1493,2693,0.698711102859265,0.301288897140735,"West"
"Idaho",2021,16099,74,11974,1346,3,0.64,1347,12.8,0.22,NA,0.3,78.2,19.4,10.2,0.3,0.3,0,469026,13.1,"between 12 and 24m",65.2,34.8,0,626,2693,0.698711102859265,0.301288897140735,"West"
"Illinois",2017,151837,97,147095,4843,74,2.55,14879,23.3,0.75,0.2,2.3,80,20.4,15,NA,0,0,2897055,17,"greater than 24m",30.4,69.6,0,10477,19722,0.486523374911267,0.512967447520535,"Midwest"
"Illinois",2017,151837,97,147095,4843,74,2.55,14879,23.3,0.75,0.2,2.3,80,20.4,15,NA,0,0,2897055,17,"time in care missing",100,0,0,5,19722,0.486523374911267,0.512967447520535,"Midwest"
"Illinois",2017,151837,97,147095,4843,74,2.55,14879,23.3,0.75,0.2,2.3,80,20.4,15,NA,0,0,2897055,17,"less than 12m",76.9,22.9,0.1,5021,19722,0.486523374911267,0.512967447520535,"Midwest"
"Illinois",2017,151837,97,147095,4843,74,2.55,14879,23.3,0.75,0.2,2.3,80,20.4,15,NA,0,0,2897055,17,"between 12 and 24m",60.3,39.7,0,4219,19722,0.486523374911267,0.512967447520535,"Midwest"
"Illinois",2018,150936,97,146225,5751,70,2.45,15367,23.2,0.6,0.1,2.2,81.4,19.3,15.5,NA,0,0,2857349,16.2,"greater than 24m",30.7,69.3,0,10457,21118,0.504214793067525,0.495122738895729,"Midwest"
"Illinois",2018,150936,97,146225,5751,70,2.45,15367,23.2,0.6,0.1,2.2,81.4,19.3,15.5,NA,0,0,2857349,16.2,"time in care missing",85.7,0,14.3,14,21118,0.504214793067525,0.495122738895729,"Midwest"
"Illinois",2018,150936,97,146225,5751,70,2.45,15367,23.2,0.6,0.1,2.2,81.4,19.3,15.5,NA,0,0,2857349,16.2,"less than 12m",76.3,23.5,0.1,5994,21118,0.504214793067525,0.495122738895729,"Midwest"
"Illinois",2018,150936,97,146225,5751,70,2.45,15367,23.2,0.6,0.1,2.2,81.4,19.3,15.5,NA,0,0,2857349,16.2,"between 12 and 24m",61.3,38.7,0.1,4653,21118,0.504214793067525,0.495122738895729,"Midwest"
"Illinois",2019,167253,97,161625,6709,106,3.76,16323,20.6,0.72,0.2,2.3,85,18.8,14.4,NA,0.2,0,2817312,15.7,"greater than 24m",34.8,65.1,0,10576,23032,0.559019103855505,0.439823549843696,"Midwest"
"Illinois",2019,167253,97,161625,6709,106,3.76,16323,20.6,0.72,0.2,2.3,85,18.8,14.4,NA,0.2,0,2817312,15.7,"time in care missing",91.7,4.2,4.2,48,23032,0.559019103855505,0.439823549843696,"Midwest"
"Illinois",2019,167253,97,161625,6709,106,3.76,16323,20.6,0.72,0.2,2.3,85,18.8,14.4,NA,0.2,0,2817312,15.7,"less than 12m",81.6,18.2,0.2,7056,23032,0.559019103855505,0.439823549843696,"Midwest"
"Illinois",2019,167253,97,161625,6709,106,3.76,16323,20.6,0.72,0.2,2.3,85,18.8,14.4,NA,0.2,0,2817312,15.7,"between 12 and 24m",63.4,36.6,0,5352,23032,0.559019103855505,0.439823549843696,"Midwest"
"Illinois",2020,182186,97,176442,7837,102,3.57,18059,19.1,0.84,0.2,1.9,87.3,18,14.1,NA,0.2,0,2859985,13.8,"greater than 24m",38.2,61.7,0.1,11331,25896,0.5972531278962,0.401036337658326,"Midwest"
"Illinois",2020,182186,97,176442,7837,102,3.57,18059,19.1,0.84,0.2,1.9,87.3,18,14.1,NA,0.2,0,2859985,13.8,"time in care missing",91.1,4.4,4.4,45,25896,0.5972531278962,0.401036337658326,"Midwest"
"Illinois",2020,182186,97,176442,7837,102,3.57,18059,19.1,0.84,0.2,1.9,87.3,18,14.1,NA,0.2,0,2859985,13.8,"less than 12m",84.9,14.8,0.3,8210,25896,0.5972531278962,0.401036337658326,"Midwest"
"Illinois",2020,182186,97,176442,7837,102,3.57,18059,19.1,0.84,0.2,1.9,87.3,18,14.1,NA,0.2,0,2859985,13.8,"between 12 and 24m",65.4,34.5,0.1,6310,25896,0.5972531278962,0.401036337658326,"Midwest"
"Illinois",2021,201197,97,194411,6944,89,3.17,20333,18.7,0.77,0.2,1.9,90.3,16.4,12.5,NA,0.1,0,2803224,16,"greater than 24m",43.4,56.5,0.1,12866,27277,0.609326905451479,0.387286101844044,"Midwest"
"Illinois",2021,201197,97,194411,6944,89,3.17,20333,18.7,0.77,0.2,1.9,90.3,16.4,12.5,NA,0.1,0,2803224,16,"time in care missing",77.9,1.4,20.7,140,27277,0.609326905451479,0.387286101844044,"Midwest"
"Illinois",2021,201197,97,194411,6944,89,3.17,20333,18.7,0.77,0.2,1.9,90.3,16.4,12.5,NA,0.1,0,2803224,16,"less than 12m",84.4,15.1,0.5,7333,27277,0.609326905451479,0.387286101844044,"Midwest"
"Illinois",2021,201197,97,194411,6944,89,3.17,20333,18.7,0.77,0.2,1.9,90.3,16.4,12.5,NA,0.1,0,2803224,16,"between 12 and 24m",68.3,31.5,0.2,6938,27277,0.609326905451479,0.387286101844044,"Midwest"
"Indiana",2017,177415,81,143670,12826,78,4.96,19255,10.8,0.26,NA,NA,95.5,6.5,9.4,NA,0,0,1573905,18.4,"greater than 24m",49.7,50.3,0,7475,32081,0.755555219600387,0.243678625977993,"Midwest"
"Indiana",2017,177415,81,143670,12826,78,4.96,19255,10.8,0.26,NA,NA,95.5,6.5,9.4,NA,0,0,1573905,18.4,"time in care missing",88.9,11.1,0,27,32081,0.755555219600387,0.243678625977993,"Midwest"
"Indiana",2017,177415,81,143670,12826,78,4.96,19255,10.8,0.26,NA,NA,95.5,6.5,9.4,NA,0,0,1573905,18.4,"less than 12m",89.5,10.4,0,15553,32081,0.755555219600387,0.243678625977993,"Midwest"
"Indiana",2017,177415,81,143670,12826,78,4.96,19255,10.8,0.26,NA,NA,95.5,6.5,9.4,NA,0,0,1573905,18.4,"between 12 and 24m",72.9,27,0,9026,32081,0.755555219600387,0.243678625977993,"Midwest"
"Indiana",2018,198084,82,161884,10441,80,5.09,20252,12,0.2,NA,NA,93.6,7,10.7,0.1,0,0,1572404,18,"greater than 24m",50.5,49.5,0,8435,30693,0.739039552992539,0.260525526993125,"Midwest"
"Indiana",2018,198084,82,161884,10441,80,5.09,20252,12,0.2,NA,NA,93.6,7,10.7,0.1,0,0,1572404,18,"time in care missing",90.9,9.1,0,22,30693,0.739039552992539,0.260525526993125,"Midwest"
"Indiana",2018,198084,82,161884,10441,80,5.09,20252,12,0.2,NA,NA,93.6,7,10.7,0.1,0,0,1572404,18,"less than 12m",89,10.9,0.1,13349,30693,0.739039552992539,0.260525526993125,"Midwest"
"Indiana",2018,198084,82,161884,10441,80,5.09,20252,12,0.2,NA,NA,93.6,7,10.7,0.1,0,0,1572404,18,"between 12 and 24m",73.4,26.6,0,8887,30693,0.739039552992539,0.260525526993125,"Midwest"
"Indiana",2019,171851,81,140055,9180,116,7.39,18026,14.3,0.25,NA,NA,94.2,7.1,11,0.1,0,0,1569375,15.2,"greater than 24m",50.3,49.7,0,8726,27206,0.727865470852018,0.271721899580975,"Midwest"
"Indiana",2019,171851,81,140055,9180,116,7.39,18026,14.3,0.25,NA,NA,94.2,7.1,11,0.1,0,0,1569375,15.2,"time in care missing",97.4,2.6,0,39,27206,0.727865470852018,0.271721899580975,"Midwest"
"Indiana",2019,171851,81,140055,9180,116,7.39,18026,14.3,0.25,NA,NA,94.2,7.1,11,0.1,0,0,1569375,15.2,"less than 12m",89.4,10.5,0.1,11226,27206,0.727865470852018,0.271721899580975,"Midwest"
"Indiana",2019,171851,81,140055,9180,116,7.39,18026,14.3,0.25,NA,NA,94.2,7.1,11,0.1,0,0,1569375,15.2,"between 12 and 24m",74,26,0,7215,27206,0.727865470852018,0.271721899580975,"Midwest"
"Indiana",2020,154274,98,151461,8426,56,3.51,15876,14.4,0.24,NA,NA,92.4,7.2,11.5,0.1,0,0,1594263,15.3,"greater than 24m",49,51,0,7793,24302,0.721476874331331,0.2781056703152,"Midwest"
"Indiana",2020,154274,98,151461,8426,56,3.51,15876,14.4,0.24,NA,NA,92.4,7.2,11.5,0.1,0,0,1594263,15.3,"time in care missing",96,4,0,25,24302,0.721476874331331,0.2781056703152,"Midwest"
"Indiana",2020,154274,98,151461,8426,56,3.51,15876,14.4,0.24,NA,NA,92.4,7.2,11.5,0.1,0,0,1594263,15.3,"less than 12m",89.4,10.5,0.1,10145,24302,0.721476874331331,0.2781056703152,"Midwest"
"Indiana",2020,154274,98,151461,8426,56,3.51,15876,14.4,0.24,NA,NA,92.4,7.2,11.5,0.1,0,0,1594263,15.3,"between 12 and 24m",72.9,27.1,0,6339,24302,0.721476874331331,0.2781056703152,"Midwest"
"Indiana",2021,140758,99,138760,7291,57,3.59,14641,13.8,0.18,NA,NA,92,6.5,12.2,0.1,0,0,1587006,16,"greater than 24m",48.3,51.7,0,6980,21932,0.716127849717308,0.283872150282692,"Midwest"
"Indiana",2021,140758,99,138760,7291,57,3.59,14641,13.8,0.18,NA,NA,92,6.5,12.2,0.1,0,0,1587006,16,"time in care missing",93.5,6.5,0,46,21932,0.716127849717308,0.283872150282692,"Midwest"
"Indiana",2021,140758,99,138760,7291,57,3.59,14641,13.8,0.18,NA,NA,92,6.5,12.2,0.1,0,0,1587006,16,"less than 12m",89.3,10.7,0,9048,21932,0.716127849717308,0.283872150282692,"Midwest"
"Indiana",2021,140758,99,138760,7291,57,3.59,14641,13.8,0.18,NA,NA,92,6.5,12.2,0.1,0,0,1587006,16,"between 12 and 24m",71.9,28.1,0,5858,21932,0.716127849717308,0.283872150282692,"Midwest"
"Iowa",2017,55102,74,40572,4129,19,2.6,5259,9.9,0.22,0.7,1,93.4,12.5,7.7,NA,6.1,0,731975,12.3,"greater than 24m",37.2,62.8,0,1502,9388,0.764739028547081,0.235260971452919,"Midwest"
"Iowa",2017,55102,74,40572,4129,19,2.6,5259,9.9,0.22,0.7,1,93.4,12.5,7.7,NA,6.1,0,731975,12.3,"time in care missing",100,0,0,6,9388,0.764739028547081,0.235260971452919,"Midwest"
"Iowa",2017,55102,74,40572,4129,19,2.6,5259,9.9,0.22,0.7,1,93.4,12.5,7.7,NA,6.1,0,731975,12.3,"less than 12m",90.1,9.9,0,4866,9388,0.764739028547081,0.235260971452919,"Midwest"
"Iowa",2017,55102,74,40572,4129,19,2.6,5259,9.9,0.22,0.7,1,93.4,12.5,7.7,NA,6.1,0,731975,12.3,"between 12 and 24m",74,26,0,3014,9388,0.764739028547081,0.235260971452919,"Midwest"
"Iowa",2018,56601,73,41328,4181,16,2.19,5685,9.5,0.48,0.8,1,84.7,11.4,6.6,NA,33,0,729802,13.5,"greater than 24m",40.9,59.1,0,1596,9866,0.763980437867423,0.236019562132577,"Midwest"
"Iowa",2018,56601,73,41328,4181,16,2.19,5685,9.5,0.48,0.8,1,84.7,11.4,6.6,NA,33,0,729802,13.5,"time in care missing",100,0,0,1,9866,0.763980437867423,0.236019562132577,"Midwest"
"Iowa",2018,56601,73,41328,4181,16,2.19,5685,9.5,0.48,0.8,1,84.7,11.4,6.6,NA,33,0,729802,13.5,"less than 12m",89.3,10.7,0,4932,9866,0.763980437867423,0.236019562132577,"Midwest"
"Iowa",2018,56601,73,41328,4181,16,2.19,5685,9.5,0.48,0.8,1,84.7,11.4,6.6,NA,33,0,729802,13.5,"between 12 and 24m",74.3,25.7,0,3337,9866,0.763980437867423,0.236019562132577,"Midwest"
"Iowa",2019,56237,73,41257,3769,25,3.43,6005,10.4,0.38,0.7,0.9,81.7,10.5,6.6,NA,36.8,0,728005,13,"greater than 24m",40.8,59.2,0,1744,9774,0.761405361162267,0.238594638837733,"Midwest"
"Iowa",2019,56237,73,41257,3769,25,3.43,6005,10.4,0.38,0.7,0.9,81.7,10.5,6.6,NA,36.8,0,728005,13,"time in care missing",100,0,0,14,9774,0.761405361162267,0.238594638837733,"Midwest"
"Iowa",2019,56237,73,41257,3769,25,3.43,6005,10.4,0.38,0.7,0.9,81.7,10.5,6.6,NA,36.8,0,728005,13,"less than 12m",91.1,8.9,0,4527,9774,0.761405361162267,0.238594638837733,"Midwest"
"Iowa",2019,56237,73,41257,3769,25,3.43,6005,10.4,0.38,0.7,0.9,81.7,10.5,6.6,NA,36.8,0,728005,13,"between 12 and 24m",74.3,25.7,0,3489,9774,0.761405361162267,0.238594638837733,"Midwest"
"Iowa",2020,52527,82,42994,2628,9,1.21,5686,10.8,0.51,0.9,0.8,104.4,10.7,6.7,0.1,0,0,741640,12.4,"greater than 24m",41.5,58.5,0,1733,8314,0.749805388501323,0.250194611498677,"Midwest"
"Iowa",2020,52527,82,42994,2628,9,1.21,5686,10.8,0.51,0.9,0.8,104.4,10.7,6.7,0.1,0,0,741640,12.4,"time in care missing",100,0,0,15,8314,0.749805388501323,0.250194611498677,"Midwest"
"Iowa",2020,52527,82,42994,2628,9,1.21,5686,10.8,0.51,0.9,0.8,104.4,10.7,6.7,0.1,0,0,741640,12.4,"less than 12m",90.6,9.4,0,3335,8314,0.749805388501323,0.250194611498677,"Midwest"
"Iowa",2020,52527,82,42994,2628,9,1.21,5686,10.8,0.51,0.9,0.8,104.4,10.7,6.7,0.1,0,0,741640,12.4,"between 12 and 24m",76.7,23.3,0,3231,8314,0.749805388501323,0.250194611498677,"Midwest"
"Iowa",2021,43689,86,37558,2904,12,1.63,4509,12.5,0.96,1,1,105.7,11.1,6.4,0.2,0,0,736376,12.5,"greater than 24m",41.4,58.6,0,1566,7413,0.75651315256981,0.24348684743019,"Midwest"
"Iowa",2021,43689,86,37558,2904,12,1.63,4509,12.5,0.96,1,1,105.7,11.1,6.4,0.2,0,0,736376,12.5,"time in care missing",100,0,0,5,7413,0.75651315256981,0.24348684743019,"Midwest"
"Iowa",2021,43689,86,37558,2904,12,1.63,4509,12.5,0.96,1,1,105.7,11.1,6.4,0.2,0,0,736376,12.5,"less than 12m",89.9,10.1,0,3464,7413,0.75651315256981,0.24348684743019,"Midwest"
"Iowa",2021,43689,86,37558,2904,12,1.63,4509,12.5,0.96,1,1,105.7,11.1,6.4,0.2,0,0,736376,12.5,"between 12 and 24m",77.4,22.6,0,2378,7413,0.75651315256981,0.24348684743019,"Midwest"
"Kansas",2017,74683,83,62160,3997,14,1.97,7141,13.8,0.65,18.4,2.6,19.6,24.7,18.8,NA,30.3,0,712412,14.8,"greater than 24m",41.1,58.9,0,3486,11138,0.593866044173101,0.404176961752559,"Midwest"
"Kansas",2017,74683,83,62160,3997,14,1.97,7141,13.8,0.65,18.4,2.6,19.6,24.7,18.8,NA,30.3,0,712412,14.8,"time in care missing",0,0,0,0,11138,0.593866044173101,0.404176961752559,"Midwest"
"Kansas",2017,74683,83,62160,3997,14,1.97,7141,13.8,0.65,18.4,2.6,19.6,24.7,18.8,NA,30.3,0,712412,14.8,"less than 12m",72.4,27.2,0.4,4715,11138,0.593866044173101,0.404176961752559,"Midwest"
"Kansas",2017,74683,83,62160,3997,14,1.97,7141,13.8,0.65,18.4,2.6,19.6,24.7,18.8,NA,30.3,0,712412,14.8,"between 12 and 24m",60.2,39.7,0.1,2937,11138,0.593866044173101,0.404176961752559,"Midwest"
"Kansas",2018,74453,83,61925,4227,9,1.27,7537,14.4,0.16,18.6,3.7,48.6,24.2,18.9,0,0,0,706593,14.9,"greater than 24m",43,57,0,3815,11764,0.581021081264876,0.418557293437606,"Midwest"
"Kansas",2018,74453,83,61925,4227,9,1.27,7537,14.4,0.16,18.6,3.7,48.6,24.2,18.9,0,0,0,706593,14.9,"time in care missing",0,0,0,0,11764,0.581021081264876,0.418557293437606,"Midwest"
"Kansas",2018,74453,83,61925,4227,9,1.27,7537,14.4,0.16,18.6,3.7,48.6,24.2,18.9,0,0,0,706593,14.9,"less than 12m",69.9,30,0.2,4960,11764,0.581021081264876,0.418557293437606,"Midwest"
"Kansas",2018,74453,83,61925,4227,9,1.27,7537,14.4,0.16,18.6,3.7,48.6,24.2,18.9,0,0,0,706593,14.9,"between 12 and 24m",57.8,42.2,0,2989,11764,0.581021081264876,0.418557293437606,"Midwest"
"Kansas",2019,61004,85,51613,4212,16,2.28,7852,14.1,0.25,16.6,2.9,48.1,25.1,19.9,0.3,0,0,701453,14.7,"greater than 24m",41.2,58.8,0,3889,12064,0.583189986737401,0.415338942307692,"Midwest"
"Kansas",2019,61004,85,51613,4212,16,2.28,7852,14.1,0.25,16.6,2.9,48.1,25.1,19.9,0.3,0,0,701453,14.7,"time in care missing",89.3,0,10.7,28,12064,0.583189986737401,0.415338942307692,"Midwest"
"Kansas",2019,61004,85,51613,4212,16,2.28,7852,14.1,0.25,16.6,2.9,48.1,25.1,19.9,0.3,0,0,701453,14.7,"less than 12m",73.6,26.1,0.2,4917,12064,0.583189986737401,0.415338942307692,"Midwest"
"Kansas",2019,61004,85,51613,4212,16,2.28,7852,14.1,0.25,16.6,2.9,48.1,25.1,19.9,0.3,0,0,701453,14.7,"between 12 and 24m",55.4,44.6,0,3230,12064,0.583189986737401,0.415338942307692,"Midwest"
"Kansas",2020,78149,84,65958,3032,10,1.41,7817,14.2,0.15,16.7,2.8,45.2,25.7,20.9,0.4,0,0,711338,13.7,"greater than 24m",39,61,0,3847,10849,0.58995944326666,0.408719882016776,"Midwest"
"Kansas",2020,78149,84,65958,3032,10,1.41,7817,14.2,0.15,16.7,2.8,45.2,25.7,20.9,0.4,0,0,711338,13.7,"time in care missing",100,0,0,26,10849,0.58995944326666,0.408719882016776,"Midwest"
"Kansas",2020,78149,84,65958,3032,10,1.41,7817,14.2,0.15,16.7,2.8,45.2,25.7,20.9,0.4,0,0,711338,13.7,"less than 12m",79,20.7,0.3,3676,10849,0.58995944326666,0.408719882016776,"Midwest"
"Kansas",2020,78149,84,65958,3032,10,1.41,7817,14.2,0.15,16.7,2.8,45.2,25.7,20.9,0.4,0,0,711338,13.7,"between 12 and 24m",59.7,40.2,0.1,3300,10849,0.58995944326666,0.408719882016776,"Midwest"
"Kansas",2021,77654,87,67628,3172,10,1.42,7112,16.8,0.24,14.4,2,46.9,25,22.9,0.4,0,0,703064,13.4,"greater than 24m",39.8,60.2,0,4039,10284,0.595957798521976,0.402997277323998,"Midwest"
"Kansas",2021,77654,87,67628,3172,10,1.42,7112,16.8,0.24,14.4,2,46.9,25,22.9,0.4,0,0,703064,13.4,"time in care missing",100,0,0,13,10284,0.595957798521976,0.402997277323998,"Midwest"
"Kansas",2021,77654,87,67628,3172,10,1.42,7112,16.8,0.24,14.4,2,46.9,25,22.9,0.4,0,0,703064,13.4,"less than 12m",79.4,20.3,0.4,3582,10284,0.595957798521976,0.402997277323998,"Midwest"
"Kansas",2021,77654,87,67628,3172,10,1.42,7112,16.8,0.24,14.4,2,46.9,25,22.9,0.4,0,0,703064,13.4,"between 12 and 24m",62.8,37.2,0,2650,10284,0.595957798521976,0.402997277323998,"Midwest"
"Kentucky",2017,83688,98,81906,6009,10,0.99,7546,13.7,0.51,0.2,2.2,106.4,7,3.9,NA,0,0,1010963,22.4,"greater than 24m",43.5,56.5,0,3699,13555,0.693978605680561,0.306021394319439,"South"
"Kentucky",2017,83688,98,81906,6009,10,0.99,7546,13.7,0.51,0.2,2.2,106.4,7,3.9,NA,0,0,1010963,22.4,"time in care missing",100,0,0,7,13555,0.693978605680561,0.306021394319439,"South"
"Kentucky",2017,83688,98,81906,6009,10,0.99,7546,13.7,0.51,0.2,2.2,106.4,7,3.9,NA,0,0,1010963,22.4,"less than 12m",85.5,14.5,0.1,6985,13555,0.693978605680561,0.306021394319439,"South"
"Kentucky",2017,83688,98,81906,6009,10,0.99,7546,13.7,0.51,0.2,2.2,106.4,7,3.9,NA,0,0,1010963,22.4,"between 12 and 24m",63.5,36.5,0,2864,13555,0.693978605680561,0.306021394319439,"South"
"Kentucky",2018,91003,98,88943,7492,6,0.6,7856,13,0.5,0.2,2.2,106.3,6.3,4,NA,0,0,1008017,23,"greater than 24m",41.4,58.6,0,3782,15348,0.700994201198853,0.298447419859265,"South"
"Kentucky",2018,91003,98,88943,7492,6,0.6,7856,13,0.5,0.2,2.2,106.3,6.3,4,NA,0,0,1008017,23,"time in care missing",100,0,0,7,15348,0.700994201198853,0.298447419859265,"South"
"Kentucky",2018,91003,98,88943,7492,6,0.6,7856,13,0.5,0.2,2.2,106.3,6.3,4,NA,0,0,1008017,23,"less than 12m",85.6,14.3,0.1,8570,15348,0.700994201198853,0.298447419859265,"South"
"Kentucky",2018,91003,98,88943,7492,6,0.6,7856,13,0.5,0.2,2.2,106.3,6.3,4,NA,0,0,1008017,23,"between 12 and 24m",61.9,38.1,0,2989,15348,0.700994201198853,0.298447419859265,"South"
"Kentucky",2019,98142,97,95638,6629,12,1.19,9154,11.2,0.2,0.2,1.9,106,6.9,4,NA,0,0,1004268,21.7,"greater than 24m",42.7,57.3,0,3913,15783,0.69434080973199,0.305147500475195,"South"
"Kentucky",2019,98142,97,95638,6629,12,1.19,9154,11.2,0.2,0.2,1.9,106,6.9,4,NA,0,0,1004268,21.7,"time in care missing",100,0,0,49,15783,0.69434080973199,0.305147500475195,"South"
"Kentucky",2019,98142,97,95638,6629,12,1.19,9154,11.2,0.2,0.2,1.9,106,6.9,4,NA,0,0,1004268,21.7,"less than 12m",85,14.9,0,8076,15783,0.69434080973199,0.305147500475195,"South"
"Kentucky",2019,98142,97,95638,6629,12,1.19,9154,11.2,0.2,0.2,1.9,106,6.9,4,NA,0,0,1004268,21.7,"between 12 and 24m",63.4,36.6,0,3745,15783,0.69434080973199,0.305147500475195,"South"
"Kentucky",2020,99395,97,96223,5204,9,0.88,9015,12.9,0.27,0.2,1.9,101.2,7.6,4.4,NA,0,0,1020754,19.3,"greater than 24m",45.2,54.8,0,4205,14219,0.677629369153949,0.322370630846051,"South"
"Kentucky",2020,99395,97,96223,5204,9,0.88,9015,12.9,0.27,0.2,1.9,101.2,7.6,4.4,NA,0,0,1020754,19.3,"time in care missing",100,0,0,21,14219,0.677629369153949,0.322370630846051,"South"
"Kentucky",2020,99395,97,96223,5204,9,0.88,9015,12.9,0.27,0.2,1.9,101.2,7.6,4.4,NA,0,0,1020754,19.3,"less than 12m",84.8,15.2,0,6265,14219,0.677629369153949,0.322370630846051,"South"
"Kentucky",2020,99395,97,96223,5204,9,0.88,9015,12.9,0.27,0.2,1.9,101.2,7.6,4.4,NA,0,0,1020754,19.3,"between 12 and 24m",64.4,35.6,0,3728,14219,0.677629369153949,0.322370630846051,"South"
"Kentucky",2021,91791,97,88796,5100,11,1.08,8547,15.2,0.31,0.4,1.7,99.6,7.4,5.7,NA,0,0,1015912,22.1,"greater than 24m",46.8,53.2,0,4555,13647,0.678373268850297,0.321194987909431,"South"
"Kentucky",2021,91791,97,88796,5100,11,1.08,8547,15.2,0.31,0.4,1.7,99.6,7.4,5.7,NA,0,0,1015912,22.1,"time in care missing",100,0,0,37,13647,0.678373268850297,0.321194987909431,"South"
"Kentucky",2021,91791,97,88796,5100,11,1.08,8547,15.2,0.31,0.4,1.7,99.6,7.4,5.7,NA,0,0,1015912,22.1,"less than 12m",85.1,14.8,0.1,5892,13647,0.678373268850297,0.321194987909431,"South"
"Kentucky",2021,91791,97,88796,5100,11,1.08,8547,15.2,0.31,0.4,1.7,99.6,7.4,5.7,NA,0,0,1015912,22.1,"between 12 and 24m",65.6,34.4,0,3163,13647,0.678373268850297,0.321194987909431,"South"
"Louisiana",2017,48618,98,47427,3527,25,2.26,4377,11.7,NA,0.4,NA,90.9,15.5,5.3,NA,0.1,0,1107942,28,"greater than 24m",36.5,63.5,0,1755,7904,0.659520116396761,0.339186361336032,"South"
"Louisiana",2017,48618,98,47427,3527,25,2.26,4377,11.7,NA,0.4,NA,90.9,15.5,5.3,NA,0.1,0,1107942,28,"time in care missing",100,0,0,2,7904,0.659520116396761,0.339186361336032,"South"
"Louisiana",2017,48618,98,47427,3527,25,2.26,4377,11.7,NA,0.4,NA,90.9,15.5,5.3,NA,0.1,0,1107942,28,"less than 12m",82.6,17.2,0.1,4077,7904,0.659520116396761,0.339186361336032,"South"
"Louisiana",2017,48618,98,47427,3527,25,2.26,4377,11.7,NA,0.4,NA,90.9,15.5,5.3,NA,0.1,0,1107942,28,"between 12 and 24m",58.1,41.8,0.1,2070,7904,0.659520116396761,0.339186361336032,"South"
